action,subscription_id,subscription_created_at,organization_name,sending_tool,target_client_name,target_client_status,notes
new_friends_and_family,sub_1QO1vAH18UpSuS1kkqMutHUF,2024-11-22,Charm Organization HT Ent,Smartlead.ai,Charm Organization HT Ent,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QO1b5H18UpSuS1kLQTEvMTl,2024-11-22,Charm Scaling system,Smartlead.ai,Charm Scaling system,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_client,sub_1TPSP7H18UpSuS1kQEzZd0L6,2026-04-23,Clarity and Form,Instantly.ai,Clarity and Form,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1TPSJgH18UpSuS1klBzN8lyO,2026-04-23,Clarity and Form,Instantly.ai,Clarity and Form,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1TPSDNH18UpSuS1kpZOQYNGn,2026-04-23,Clarity and Form,Instantly.ai,Clarity and Form,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1TPS6qH18UpSuS1kmeylghg3,2026-04-23,Clarity and Form,Instantly.ai,Clarity and Form,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1TUNipH18UpSuS1kmvkkFS9d,2026-05-07,Cookson Communication,Instantly.ai,Cookson Communication,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1TUNWaH18UpSuS1k16sH06xh,2026-05-07,Cookson Communication,Instantly.ai,Cookson Communication,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_friends_and_family,sub_1QeQXMH18UpSuS1kXbK5c6AN,2025-01-07,Cooper Orchestration,Smartlead.ai,Cooper Orchestration,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_client,sub_1TUoY8H18UpSuS1kXKEaMIj9,2026-05-08,Coterie Media ,Instantly.ai,Coterie Media,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1T725LH18UpSuS1kTCfP6qTD,2026-03-03,Inkd,Instantly.ai,Inkd,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1T71viH18UpSuS1k7Z0svPY0,2026-03-03,Inkd,Instantly.ai,Inkd,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1T6dZkH18UpSuS1kHkocUmkQ,2026-03-02,Inkd,Instantly.ai,Inkd,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1T6dSDH18UpSuS1kIxIWzCOE,2026-03-02,Inkd,Instantly.ai,Inkd,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1T6dLPH18UpSuS1kyoeKIxBo,2026-03-02,Inkd,Instantly.ai,Inkd,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1T6dDqH18UpSuS1k7NAlxxvd,2026-03-02,Inkd,Instantly.ai,Inkd,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1R76YVH18UpSuS1kvoPfx140,2025-03-27,Inkd Instance,Instantly.ai,Inkd Instance,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1S3126H18UpSuS1k4k959VWT,2025-09-02,Inkd Stores,Instantly.ai,Inkd Stores,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1S30mWH18UpSuS1kEpRwwhCd,2025-09-02,Inkd Stores,Instantly.ai,Inkd Stores,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1Rr43aH18UpSuS1kjRWkC4u6,2025-07-31,Inkd Stores,Instantly.ai,Inkd Stores,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1R76aHH18UpSuS1kd7eA2QqO,2025-03-27,Inkd Virtualization,Instantly.ai,Inkd Virtualization,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_friends_and_family,sub_1QP7mpH18UpSuS1k16A5RF5M,2024-11-25,Irrational Labs Host,Smartlead.ai,Irrational Labs Host,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1Qou6xH18UpSuS1kmrXGVXG2,2025-02-04,Irrational Labs Supercomputer,Smartlead.ai,Irrational Labs Supercomputer,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QUe5bH18UpSuS1kPr0le585,2024-12-11,Irrational Labs Virtual machine,Smartlead.ai,Irrational Labs Virtual machine,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1Qrp9FH18UpSuS1kLumsdpXC,2025-02-12,JUGGERNAUT MARKETING Distributed computing,Smartlead.ai,JUGGERNAUT MARKETING Distributed computing,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QrpGiH18UpSuS1kXdcbbfwJ,2025-02-12,JUGGERNAUT MARKETING Hyper-converged infrastructure,Smartlead.ai,JUGGERNAUT MARKETING Hyper-converged infrastructure,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QrnY9H18UpSuS1knRr63XTl,2025-02-12,JUGGERNAUT MARKETING Microservices architecture,Smartlead.ai,JUGGERNAUT MARKETING Microservices architecture,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QrnRxH18UpSuS1kTJ9nWcO1,2025-02-12,JUGGERNAUT MARKETING Microservices architecture,Smartlead.ai,JUGGERNAUT MARKETING Microservices architecture,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1Qrl31H18UpSuS1kr6RVhja2,2025-02-12,JUGGERNAUT MARKETING Platform HT,Smartlead.ai,JUGGERNAUT MARKETING Platform HT,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1S30LCH18UpSuS1kYsKm4Jun,2025-09-02,Orderly Meds,Smartlead.ai,Orderly Meds,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1S3003H18UpSuS1kpyfGiUD7,2025-09-02,Orderly Meds,Smartlead.ai,Orderly Meds,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1S2zoHH18UpSuS1kZyWXQYCe,2025-09-02,Orderly Meds,Smartlead.ai,Orderly Meds,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1S2zikH18UpSuS1k1zS5JpTZ,2025-09-02,Orderly Meds,Smartlead.ai,Orderly Meds,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1S2zcTH18UpSuS1kxGk82RaG,2025-09-02,Orderly Meds,Smartlead.ai,Orderly Meds,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QzUsqH18UpSuS1kCx6kNiED,2025-03-06,Orderly Meds Hypervisor,Smartlead.ai,Orderly Meds Hypervisor,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QzVEVH18UpSuS1k1XRiBach,2025-03-06,Orderly Meds Organization HT Ent,Smartlead.ai,Orderly Meds Organization HT Ent,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QzVIMH18UpSuS1k44GIzgmX,2025-03-06,Orderly Meds Supercomputer,Smartlead.ai,Orderly Meds Supercomputer,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QzVGyH18UpSuS1kX0VxTKbY,2025-03-06,Orderly Meds System,Smartlead.ai,Orderly Meds System,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_client,sub_1TMxceH18UpSuS1kr7t1DhcI,2026-04-16,Pr73,Instantly.ai,Pr73,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1TMxY8H18UpSuS1kTlRVk4GY,2026-04-16,Pr73,Instantly.ai,Pr73,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_friends_and_family,sub_1QK6DXH18UpSuS1kaPujWHGi,2024-11-11,Prep Cooking Classes Cloud,Smartlead.ai,Prep Cooking Classes Cloud,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_client,sub_1RoDhwH18UpSuS1kPBJEqFLM,2025-07-24,Root Access ,Instantly.ai,Root Access,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1RoDZaH18UpSuS1kQMdFjCax,2025-07-24,Root Access ,Instantly.ai,Root Access,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1RoDM7H18UpSuS1koIPJTj9h,2025-07-24,Root Access ,Instantly.ai,Root Access,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1RoD0bH18UpSuS1kkC1YQBP9,2025-07-24,Root Access ,Instantly.ai,Root Access,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1RoBVrH18UpSuS1kGVVFJBho,2025-07-23,Root Access,Instantly.ai,Root Access,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1TUtHAH18UpSuS1kb2Z7m5Li,2026-05-08,Sammy,Instantly.ai,Sammy,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1TBjBhH18UpSuS1kPesbahGC,2026-03-16,Sammy,Instantly.ai,Sammy,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1TBfd7H18UpSuS1keng5uoq2,2026-03-16,Sammy,Instantly.ai,Sammy,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_client,sub_1Rqj3MH18UpSuS1kFg5slXOm,2025-07-30,Sammy AI ,Instantly.ai,Sammy AI,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
new_friends_and_family,sub_1QN05nH18UpSuS1kT17R65U6,2024-11-19,Section School Data lake,Smartlead.ai,Section School Data lake,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QN0GrH18UpSuS1k2Fe7q3Bv,2024-11-19,Section School Distributed system,Smartlead.ai,Section School Distributed system,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QN07pH18UpSuS1kveCT8uGc,2024-11-19,Section School Instance,Smartlead.ai,Section School Instance,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QMwvPH18UpSuS1kCVrUYPyx,2024-11-19,Section School Message broker,Smartlead.ai,Section School Message broker,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QRhi6H18UpSuS1kJU4qj3XL,2024-12-02,Section Virtual machine,Smartlead.ai,Section Virtual machine,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_friends_and_family,sub_1QK6BvH18UpSuS1kbVWFpYod,2024-11-11,Smiling Web Design Gateway,Smartlead.ai,Smiling Web Design Gateway,friends_and_family,"seeded 2026-05-18, sending_tool=Smartlead.ai"
new_client,sub_1RqhfdH18UpSuS1kYsPb42gf,2025-07-30,Stone Products Unlimited,Instantly.ai,Stone Products Unlimited,client,"seeded 2026-05-18, sending_tool=Instantly.ai"
